key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
social-science.anthropology.archaeometry,Archaeometry,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeometry
social-science.anthropology.archaeometry.archaeogenetics,Archaeogenetics,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeogenetics
social-science.anthropology.archaeometry.bioarchaeology,Bioarchaeology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Bioarchaeology
social-science.anthropology.archaeometry.computational-archaeology,Computational archaeology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_archaeology
social-science.anthropology.archaeometry.dendrochronology,Dendrochronology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dendrochronology
social-science.anthropology.archaeometry.geoarchaeology,Geoarchaeology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geoarchaeology
social-science.anthropology.archaeometry.isotope-analysis,Isotope analysis,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Isotope_analysis
social-science.anthropology.archaeometry.palynology,Palynology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Palynology
social-science.anthropology.archaeometry.radiocarbon-dating,Radiocarbon dating,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Radiocarbon_dating
social-science.anthropology.archaeometry.zooarchaeology,Zooarchaeology,,Archaeometry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Zooarchaeology
social-science.anthropology.archaeology-of-religion-and-ritual,Archaeology of religion and ritual,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeology_of_religion_and_ritual
social-science.anthropology.archaeology-of-trade,Archaeology of trade,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeology_of_trade
social-science.anthropology.archaeomythology,Archaeomythology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeomythology
social-science.anthropology.architectural-analytics,Architectural analytics,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Architectural_analytics
social-science.anthropology.battlefield-archaeology,Battlefield archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Battlefield_archaeology
social-science.anthropology.calceology,Calceology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Calceology
social-science.anthropology.conflict-archaeology,Conflict archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Conflict_archaeology
social-science.anthropology.data-archaeology,Data archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Data_archaeology
social-science.anthropology.digital-archaeology,Digital archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Digital_archaeology
social-science.anthropology.experimental-archaeology,Experimental archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Experimental_archaeology
social-science.anthropology.environmental-archaeology,Environmental archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_archaeology
social-science.anthropology.ethnoarchaeology,Ethnoarchaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnoarchaeology
social-science.anthropology.forensic-archaeology,Forensic archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_archaeology
social-science.anthropology.glyptology,Glyptology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Glyptology
social-science.anthropology.history-of-archaeology,History of archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_archaeology
social-science.anthropology.household-archaeology,Household archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Household_archaeology
social-science.anthropology.landscape-archaeology-and-landscape-history,Landscape archaeology and Landscape history,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Landscape_archaeology
social-science.anthropology.manuscriptology,Manuscriptology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Manuscriptology
social-science.anthropology.maritime-archaeology,Maritime archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Maritime_archaeology
social-science.anthropology.media-archaeology,Media archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Media_archaeology
social-science.anthropology.modern-archaeology,Modern archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Modern_archaeology
social-science.anthropology.modern-archaeology.settlement-archaeology,Settlement archaeology,,Modern archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Settlement_archaeology
social-science.anthropology.music-archaeology,Music archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Music_archaeology
social-science.anthropology.osteology,Osteology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Osteology
social-science.anthropology.palaeoarchaeology,Palaeoarchaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Palaeoarchaeology
social-science.anthropology.paleoanthropology,Paleoanthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoanthropology
social-science.anthropology.paleoethnobotany,Paleoethnobotany,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoethnobotany
social-science.anthropology.paleopathology,Paleopathology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleopathology
social-science.anthropology.paleoradiology,Paleoradiology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoradiology
social-science.anthropology.taphonomy,Taphonomy,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Taphonomy
social-science.anthropology.urban-archaeology,Urban archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Urban_archaeology
social-science.anthropology.historical-archaeology,Historical archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Historical_archaeology
social-science.anthropology.historical-archaeology.prehistoric-archaeology,Prehistoric archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Prehistoric_archaeology
social-science.anthropology.historical-archaeology.protohistoric-archaeology,protohistoric archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Protohistoric_archaeology
social-science.anthropology.historical-archaeology.biblical-archaeology,Biblical archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biblical_archaeology
social-science.anthropology.historical-archaeology.classical-archaeology,Classical archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_archaeology
social-science.anthropology.historical-archaeology.egyptology,Egyptology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Egyptology
social-science.anthropology.historical-archaeology.assyriology,Assyriology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Assyriology
social-science.anthropology.historical-archaeology.etruscology,Etruscology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Etruscology
social-science.anthropology.historical-archaeology.near-eastern-archaeology,Near Eastern archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Near_Eastern_archaeology
social-science.anthropology.historical-archaeology.medieval-archaeology,Medieval archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Medieval_archaeology
social-science.anthropology.historical-archaeology.post-medieval-archaeology,Post-medieval archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Post-medieval_archaeology
social-science.anthropology.historical-archaeology.industrial-archaeology,Industrial archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Industrial_archaeology
social-science.anthropology.historical-archaeology.contemporary-archaeology,Contemporary archaeology,,Historical archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Contemporary_archaeology
social-science.business,Business,,Social science|0,1,S,discipline,https://en.wikipedia.org/wiki/Business
social-science.business.accounting,Accounting,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Accounting
social-science.business.accounting.accounting-research,Accounting research,,Accounting|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Accounting_research
social-science.business.accounting.accounting-scholarship,Accounting scholarship,,Accounting|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Accounting_scholarship
social-science.business.business-administration,Business administration,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business_administration
social-science.business.business-analysis,Business analysis,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business_analysis
social-science.business.business-ethics,Business ethics,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business_ethics
social-science.business.business-law,Business law,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business_law
social-science.business.business-management,Business management,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business_management
social-science.business.e-business,E-Business,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/E-Business
social-science.business.entrepreneurship,Entrepreneurship,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Entrepreneurship
social-science.business.finance,Finance,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Finance
social-science.business.industrial-and-labor-relations,Industrial and labor relations,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Industrial_relations
social-science.business.industrial-and-labor-relations.collective-bargaining,Collective bargaining,,Industrial and labor relations|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Collective_bargaining
social-science.business.industrial-and-labor-relations.human-resources,Human resources,,Industrial and labor relations|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Human_resources
social-science.business.industrial-and-labor-relations.organizational-studies,Organizational studies,,Industrial and labor relations|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Organizational_studies
social-science.business.industrial-and-labor-relations.labor-economics,Labor economics,,Industrial and labor relations|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Labor_economics
social-science.business.industrial-and-labor-relations.labor-history,Labor history,,Industrial and labor relations|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Labor_history_(discipline)
social-science.business.information-systems-business-informatics,Information systems (Business informatics),,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_systems
social-science.business.information-systems-business-informatics.management-information-systems,Management information systems,,Information systems (Business informatics)|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Management_information_systems
social-science.business.information-systems-business-informatics.health-informatics,Health informatics,,Information systems (Business informatics)|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Health_informatics
social-science.business.information-technology,Information technology,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_technology
social-science.business.international-trade,International trade,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/International_trade
social-science.business.management,Management,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Management
social-science.business.marketing,Marketing,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Marketing
social-science.business.operations-management,Operations management,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Operations_management
social-science.business.purchasing,Purchasing,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Purchasing
social-science.business.risk-management-and-insurance,Risk management and insurance,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Risk_management
social-science.business.systems-science,Systems science,,key:social-science.business|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Systems_science
social-science.economics,Economics,,Social science|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_economics
social-science.economics.agricultural-economics,Agricultural economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Agricultural_economics
social-science.economics.anarchist-economics,Anarchist economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anarchist_economics
social-science.economics.applied-economics,Applied economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Applied_economics
social-science.economics.behavioural-economics,Behavioural economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Behavioural_economics
social-science.economics.bioeconomics,Bioeconomics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bioeconomics_(biophysical)
social-science.economics.business,Business,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Business
social-science.economics.complexity-economics,Complexity economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Complexity_economics
social-science.economics.computational-economics,Computational economics,,Economics|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_economics
