key,name,description,attached to,layer,type,url
natural-science.biology.human-physical-performance-and-recreation.survival-skills.woodcraft,Woodcraft,,Survival skills|0,4,S,https://en.wikipedia.org/wiki/Woodcraft
natural-science.biology.human-physical-performance-and-recreation.toy-and-amusement-design,Toy and amusement design,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Toy
natural-science.biology.medicine-and-health,Medicine and health,,Biology|0,2,S,https://en.wikipedia.org/wiki/Medicine
natural-science.biology.medicine-and-health.alternative-medicine,Alternative medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Alternative_medicine
natural-science.biology.medicine-and-health.audiology,Audiology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Audiology
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine,Clinical laboratory sciences/Clinical pathology/Laboratory medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Clinical_laboratory_sciences
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-biochemistry,Clinical biochemistry,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Clinical_biochemistry
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytogenetics,Cytogenetics,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Cytogenetics
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytohematology,Cytohematology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Cytohematology
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytology,Cytology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Cell_biology
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.haemostasiology,Haemostasiology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Haemostasiology
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-immunology,Clinical immunology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Clinical_immunology
natural-science.biology.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-microbiology,Clinical microbiology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,4,S,https://en.wikipedia.org/wiki/Clinical_microbiology
natural-science.biology.medicine-and-health.clinical-physiology,Clinical physiology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Clinical_physiology
natural-science.biology.medicine-and-health.dentistry,Dentistry,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Dentistry
natural-science.biology.medicine-and-health.dentistry.dental-hygiene-and-epidemiology,Dental hygiene and epidemiology,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Dental_hygienist
natural-science.biology.medicine-and-health.dentistry.dental-surgery,Dental surgery,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Dental_surgery
natural-science.biology.medicine-and-health.dentistry.endodontics,Endodontics,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Endodontics
natural-science.biology.medicine-and-health.dentistry.implantology,Implantology,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Dental_implant
natural-science.biology.medicine-and-health.dentistry.oral-and-maxillofacial-surgery,Oral and maxillofacial surgery,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Oral_and_maxillofacial_surgery
natural-science.biology.medicine-and-health.dentistry.orthodontics,Orthodontics,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Orthodontics
natural-science.biology.medicine-and-health.dentistry.periodontics,Periodontics,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Periodontics
natural-science.biology.medicine-and-health.dentistry.prosthodontics,Prosthodontics,,Dentistry|0,4,S,https://en.wikipedia.org/wiki/Prosthodontics
natural-science.biology.medicine-and-health.dermatology,Dermatology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Dermatology
natural-science.biology.medicine-and-health.emergency-medicine,Emergency medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Emergency_medicine
natural-science.biology.medicine-and-health.epidemiology,Epidemiology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Epidemiology
natural-science.biology.medicine-and-health.geriatrics,Geriatrics,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Geriatrics
natural-science.biology.medicine-and-health.gynaecology,Gynaecology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Gynaecology
natural-science.biology.medicine-and-health.health-informatics-clinical-informatics,Health informatics/Clinical informatics,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Health_informatics
natural-science.biology.medicine-and-health.hematology,Hematology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Hematology
natural-science.biology.medicine-and-health.holistic-medicine,Holistic medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Holistic_medicine
natural-science.biology.medicine-and-health.infectious-disease,Infectious disease,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Infectious_disease
natural-science.biology.medicine-and-health.intensive-care-medicine,Intensive care medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Intensive_care_medicine
natural-science.biology.medicine-and-health.internal-medicine,Internal medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Internal_medicine
natural-science.biology.medicine-and-health.internal-medicine.cardiology,Cardiology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Cardiology
natural-science.biology.medicine-and-health.internal-medicine.cardiology.cardiac-electrophysiology,Cardiac electrophysiology,,Cardiology|0,5,S,https://en.wikipedia.org/wiki/Cardiac_electrophysiology
natural-science.biology.medicine-and-health.internal-medicine.gastroenterology,Gastroenterology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Gastroenterology
natural-science.biology.medicine-and-health.internal-medicine.hepatology,Hepatology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Hepatology
natural-science.biology.medicine-and-health.internal-medicine.nephrology,Nephrology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Nephrology
natural-science.biology.medicine-and-health.internal-medicine.neurology,Neurology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Neurology
natural-science.biology.medicine-and-health.internal-medicine.oncology,Oncology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Oncology
natural-science.biology.medicine-and-health.internal-medicine.pulmonology,Pulmonology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Pulmonology
natural-science.biology.medicine-and-health.internal-medicine.rheumatology,Rheumatology,,Internal medicine|0,4,S,https://en.wikipedia.org/wiki/Rheumatology
natural-science.biology.medicine-and-health.medical-toxicology,Medical toxicology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Medical_toxicology
natural-science.biology.medicine-and-health.music-therapy,Music therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Music_therapy
natural-science.biology.medicine-and-health.nursing,Nursing,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Nursing
natural-science.biology.medicine-and-health.nutrition-and-dietetics,Nutrition and dietetics,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Nutrition
natural-science.biology.medicine-and-health.obstetrics,Obstetrics,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Obstetrics
natural-science.biology.medicine-and-health.occupational-hygiene,Occupational hygiene,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Occupational_hygiene
natural-science.biology.medicine-and-health.occupational-therapy,Occupational therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Occupational_therapy
natural-science.biology.medicine-and-health.occupational-toxicology,Occupational toxicology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Occupational_toxicology
natural-science.biology.medicine-and-health.ophthalmology,Ophthalmology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Ophthalmology
natural-science.biology.medicine-and-health.ophthalmology.neuro-ophthalmology,Neuro-ophthalmology,,Ophthalmology|0,4,S,https://en.wikipedia.org/wiki/Neuro-ophthalmology
natural-science.biology.medicine-and-health.optometry,Optometry,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Optometry
natural-science.biology.medicine-and-health.otolaryngology,Otolaryngology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Otolaryngology
natural-science.biology.medicine-and-health.pediatrics,Pediatrics,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Pediatrics
natural-science.biology.medicine-and-health.pharmaceutical-sciences,Pharmaceutical sciences,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Pharmaceutical_sciences
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmaceutical-chemistry,Pharmaceutical chemistry,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmaceutical_chemistry
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmaceutical-toxicology,Pharmaceutical toxicology,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Toxicology
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmaceutics,Pharmaceutics,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmaceutics
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacocybernetics,Pharmacocybernetics,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacocybernetics
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacodynamics,Pharmacodynamics,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacodynamics
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacogenomics,Pharmacogenomics,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacogenomics
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacognosy,Pharmacognosy,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacognosy
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacokinetics,Pharmacokinetics,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacokinetics
natural-science.biology.medicine-and-health.pharmaceutical-sciences.pharmacy,Pharmacy,,Pharmaceutical sciences|0,4,S,https://en.wikipedia.org/wiki/Pharmacy
natural-science.biology.medicine-and-health.physical-therapy,Physical therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Physical_therapy
natural-science.biology.medicine-and-health.osteopathy,Osteopathy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Osteopathy
natural-science.biology.medicine-and-health.physical-fitness,Physical fitness,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Physical_fitness
natural-science.biology.medicine-and-health.physical-fitness.aerobics,Aerobics,,key:natural-science.biology.medicine-and-health.physical-fitness|0,4,S,https://en.wikipedia.org/wiki/Aerobics
natural-science.biology.medicine-and-health.physical-fitness.personal-trainer-personal-fitness-training,Personal trainer / Personal fitness training,,key:natural-science.biology.medicine-and-health.physical-fitness|0,4,S,https://en.wikipedia.org/wiki/Personal_trainer
natural-science.biology.medicine-and-health.physical-fitness.group-fitness-aerobics,Group Fitness / aerobics,,key:natural-science.biology.medicine-and-health.physical-fitness|0,4,S,https://en.wikipedia.org/wiki/Aerobics
natural-science.biology.medicine-and-health.physical-fitness.kinesiology-exercise-physiology-performance-science,Kinesiology / Exercise physiology / Performance science,,key:natural-science.biology.medicine-and-health.physical-fitness|0,4,S,https://en.wikipedia.org/wiki/Kinesiology
natural-science.biology.medicine-and-health.physical-fitness.personal-fitness-training,Personal fitness training,,key:natural-science.biology.medicine-and-health.physical-fitness|0,4,S,https://en.wikipedia.org/wiki/Personal_fitness_training
natural-science.biology.medicine-and-health.physiotherapy,Physiotherapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Physiotherapy
natural-science.biology.medicine-and-health.podiatry,Podiatry,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Podiatry
natural-science.biology.medicine-and-health.preventive-medicine,Preventive medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Preventive_healthcare
natural-science.biology.medicine-and-health.primary-care,Primary care,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Primary_care
natural-science.biology.medicine-and-health.primary-care.general-practice,General practice,,Primary care|0,4,S,https://en.wikipedia.org/wiki/General_medical_services
natural-science.biology.medicine-and-health.psychiatry,Psychiatry,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Psychiatry
natural-science.biology.medicine-and-health.psychiatry.forensic-psychiatry,Forensic psychiatry,,Psychiatry|0,4,S,https://en.wikipedia.org/wiki/Forensic_psychiatry
natural-science.biology.medicine-and-health.psychosomatic,Psychosomatic,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Psychosomatic_medicine
natural-science.biology.medicine-and-health.psychotherapy,Psychotherapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Psychotherapy
natural-science.biology.medicine-and-health.therapy,Therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Therapy
natural-science.biology.medicine-and-health.public-health,Public health,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Public_health
natural-science.biology.medicine-and-health.radiology,Radiology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Radiology
natural-science.biology.medicine-and-health.recreational-therapy,Recreational therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Recreational_therapy
natural-science.biology.medicine-and-health.rehabilitation-medicine,Rehabilitation medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Physical_medicine_and_rehabilitation
natural-science.biology.medicine-and-health.respiratory-therapy,Respiratory therapy,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Respiratory_therapy
natural-science.biology.medicine-and-health.sleep-medicine,Sleep medicine,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Sleep_medicine
natural-science.biology.medicine-and-health.speechlanguage-pathology,Speech–language pathology,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Speech%E2%80%93language_pathology
natural-science.biology.medicine-and-health.surgery,Surgery,,Medicine and health|0,3,S,https://en.wikipedia.org/wiki/Surgery
natural-science.biology.medicine-and-health.surgery.bariatric-surgery,Bariatric surgery,,Surgery|0,4,S,https://en.wikipedia.org/wiki/Bariatric_surgery
